node_id,module,species,layer_name,Plot,type
1,5,A2 CHFU,CHFU,8,plant
2,14,A3 CHFU,CHFU,8,plant
3,2,A4 CHFU,CHFU,8,plant
4,2,A5 CHFU,CHFU,8,plant
5,14,A6 CHFU,CHFU,8,plant
6,2,B1 CHFU,CHFU,8,plant
7,5,B2 CHFU,CHFU,8,plant
8,14,B3 CHFU,CHFU,8,plant
9,2,B4 CHFU,CHFU,8,plant
10,7,B5 CHFU,CHFU,8,plant
11,7,B6 CHFU,CHFU,8,plant
12,11,C2 CHFU,CHFU,8,plant
13,3,C3 CHFU,CHFU,8,plant
14,2,C4 CHFU,CHFU,8,plant
15,5,C6 CHFU,CHFU,8,plant
16,15,D1 CHFU,CHFU,8,plant
17,11,D2 CHFU,CHFU,8,plant
18,7,D3 CHFU,CHFU,8,plant
19,7,D5 CHFU,CHFU,8,plant
20,7,D6 CHFU,CHFU,8,plant
21,5,E1 CHFU,CHFU,8,plant
22,4,E2 CHFU,CHFU,8,plant
23,2,E3 CHFU,CHFU,8,plant
24,3,E4 CHFU,CHFU,8,plant
25,6,E5 CHFU,CHFU,8,plant
26,7,F3 CHFU,CHFU,8,plant
27,2,F4 CHFU,CHFU,8,plant
28,2,F6 CHFU,CHFU,8,plant
29,12,A1 LEMA,LEMA,8,plant
30,4,A2 LEMA,LEMA,8,plant
31,6,A3 LEMA,LEMA,8,plant
32,3,A4 LEMA,LEMA,8,plant
33,4,A5 LEMA,LEMA,8,plant
34,12,B2 LEMA,LEMA,8,plant
35,9,B3 LEMA,LEMA,8,plant
36,3,B4 LEMA,LEMA,8,plant
37,3,B5 LEMA,LEMA,8,plant
38,9,B6 LEMA,LEMA,8,plant
39,12,C1 LEMA,LEMA,8,plant
40,3,C2 LEMA,LEMA,8,plant
41,9,C3 LEMA,LEMA,8,plant
42,3,C4 LEMA,LEMA,8,plant
43,2,D1 LEMA,LEMA,8,plant
44,16,D2 LEMA,LEMA,8,plant
45,9,D3 LEMA,LEMA,8,plant
46,4,D4 LEMA,LEMA,8,plant
47,16,D5 LEMA,LEMA,8,plant
48,9,D6 LEMA,LEMA,8,plant
49,9,E1 LEMA,LEMA,8,plant
50,5,E2 LEMA,LEMA,8,plant
51,9,E3 LEMA,LEMA,8,plant
52,3,E4 LEMA,LEMA,8,plant
53,9,E5 LEMA,LEMA,8,plant
54,16,E6 LEMA,LEMA,8,plant
55,12,F1 LEMA,LEMA,8,plant
56,4,F2 LEMA,LEMA,8,plant
57,2,F3 LEMA,LEMA,8,plant
58,9,F4 LEMA,LEMA,8,plant
59,17,F6 LEMA,LEMA,8,plant
60,4,B5 ME,ME,8,plant
61,6,C5 ME,ME,8,plant
62,3,E2 ME,ME,8,plant
63,3,E6 ME,ME,8,plant
64,18,F5 ME,ME,8,plant
65,13,A2 PUPA,PUPA,8,plant
66,1,B2 PUPA,PUPA,8,plant
67,1,B3 PUPA,PUPA,8,plant
68,1,B4 PUPA,PUPA,8,plant
69,1,B5 PUPA,PUPA,8,plant
70,10,B6 PUPA,PUPA,8,plant
71,1,C2 PUPA,PUPA,8,plant
72,1,C3 PUPA,PUPA,8,plant
73,1,C4 PUPA,PUPA,8,plant
74,10,C5 PUPA,PUPA,8,plant
75,1,C6 PUPA,PUPA,8,plant
76,1,D2 PUPA,PUPA,8,plant
77,1,D3 PUPA,PUPA,8,plant
78,1,D4 PUPA,PUPA,8,plant
79,1,D5 PUPA,PUPA,8,plant
80,1,D6 PUPA,PUPA,8,plant
81,13,E1 PUPA,PUPA,8,plant
82,1,E2 PUPA,PUPA,8,plant
83,1,E3 PUPA,PUPA,8,plant
84,8,E5 PUPA,PUPA,8,plant
